id,username,text,label
1007,freework aja ya,bagai mana mau di vaksin..... warga kita masih banyak yg nggak percaya covid itu ada..... padahal sudah banyak korban berjatuhan,positif
1008,FILEM KEREN,Semoga corona segera musnah dari muka bumi amin.,netral
1009,Regabriel Tan,Didaerah saya dari vaksin pertama x sampai sekarang ini sudah berbulan2 kog hanya lansia mulu yg di vaksin.. yang umur2 18-50 th kapan mau di vaksin ya?? Apakah usia2 tersebut tidak penting untuk di Vaksin?,positif
1010,mad fa'i,Semoga wabah penyakit ini cepat kabur.,netral
1011,Bambang Bambang,"Masyarakat golongan menengah ke bawah, or di rumah,,, apa pemerintah mampu, memenuhi kebutuhan hidupnya,,, dikit"" sanksi  ,,,urusan perut,,, jangan di anggap remeh,,, bapak enak aja ngomong di rumah aja,,, saya tantang pemerintah, saya mau di rumah, asal di cukupi kebutuhan hidup sekeluarga,,,",negatif
1012,tri frendika rishartama,mau membunuh rakyat kecil ini .pemerintah mau berantas kemiskinan dengan cara seperti itu kali ya .katanya paksin itu untuk  mencegah covid .kok habis di vaksin  kok  malah  banyak yang kena covid.,negatif
1013,Alexis Zurex,ngapain PPKM pak ???? wong warga nya aja gak peduli..... udah... biar aja pada sakit semua lah.... mungkin nanti kalau napas nya sudah MEGAP2 kena covid mereka baru bisa percaya......... mungkin lho.....,negatif
1014,Matthewâ™¦ï¸0803,OMONG KOSONG semua pemerintah indo,negatif
1015,Imam Basori,salah siapa ini ....negara sampai gk mampu menyelesaikan... D tinggal minum kopi n rokok   lanjut tidur...... nikmat. bangun tidur makan n minum kopi lnjut tidur lgi ....nikmat. itu untk yg punya tabungan tpi yg Nol tabungan .....jawab sendiri Bos.,netral
1016,kho muin,"ppkm darurat ini bagus dan tepat sekali, sebab pemerintah akan mencukupi seluruh kebutuhan rakyatnya, jd jangan kawatir kalau ga kerja, pemerintah sdh siapkan biaya hidup rakyat. tinggal rebahan nonton tv dan bayaran.
demikian cerpen balada covid 19.",positif
1017,Karuhun,Pd bincang bincang ..udh setahun lebih nih.. kebijakan tdk ada yg tegas..,negatif
1018,Anto Korn,"Memang negara ini banyak org yg pintar tp sedikit org yg jujur & adil, jd beban rakyat bro lu mah enak koar2 yg diatas kita yg d bawah jd korban",negatif
1019,RINJANI FAMILY,Bodo' amat,negatif
1020,Aselly Tegal,"TKA noh ,urus, jangan hanya bacot !",negatif
1021,Asika Indriono,"Kenapa selalu tumpang tindih ga selalu memanfaatkan waktu, dulu waktu PSBB kenapa ga di manfaatkan untuk vaksin serentak atau paling tidak dlm PPKM kedepan jd setelah PPKM selesai minimal bs mengurangi covid19",negatif
1022,Den bagus Nur,covid akan hilang jika berhenti melakukan test covid,negatif
1023,suud 1957,Tidak ada harapan. Pasti ppkm berlanjut.,negatif
1024,mawar putih,tolak para turis asing coba!! Pasti gak berani karena ada cuan buat pemerintah untuk di korupsi,negatif
1025,Mujib Syaifullah,"Tugas kami adalah mempertahankan hidup, jadi kami tidak mau di lockdown",negatif
1026,mawar putih,Tabungan sudah menipis gara2 usaha sepi.....,netral
1027,Twywywy Whwuwuuw,"ALHAMDULILLAH
TTP OPTIMIS
DAMAILAH NKRI KITA",netral
1028,Anak Rantau 007,Kita hidup di NKRI bukan hidup di WHO. Dan saya dapat uang buat makan bukan dari pemerintah. Maaf saya Ndak peduli ada ppkm atau lockdown bosan. Ya kaya semakin kaya yang miskin semakin miskin.,negatif
1029,Ngaderjo 5758,Banyak yg berotak cerdas.. tpi byk yg tdk jujur,negatif
1030,Toni wey,"Yg bisa di cegah itu penyakit cacingan, buat aturan seketat apapun tidak akan buat hilang pedemi ini.",negatif
1031,Ajik Putra,"Sedangkan negara"" lain udah enak ""n gak pake masker boleh lihat piala euro meraka udah sadar",positif
1032,Atiek Atiek,"Yg hajatan itu , ppkm juga masih kerumunan kalau hajatan",netral
1033,Dody Irawan,"Iya di lihat aja, apa bermanfaat dengan ppkm ini menjadi menekan angka kopit Dan yakin kah juga bisa. Memberi dampak baik pada rakyat kecil yg sementara lockdown mini",netral
1034,Darius Bert,Negara harus tegas terhadap siapapun yang melanggar aturan PPKM. Karena itu tugas dan tanggung jawab Negara. Menjamin keselamatan Warga negara.,positif
1035,Siti Yulaikah,Ekonomi lekas jalan ppkm lagi begitu terus bilang aja gak boleh mudik,negatif
1036,MEDIA INFORMASI,Percuma mau ppkm juga klo kita sendiri ngga sadar diri. Masih suka pergi gak pake masker gak mau jaga jarak  dll nya ...singapura aja negara besar udah anggap covid ini akan jadi endemic seperti flu biasa,positif
1037,dnd Production,"Kebijakan kok muter muter begitu trs cuma ganti istilah doang, efektif kgk malah makin byk yg positif dan makin byk pengangguran yg ada ,, udh setahun lbh, solusi yg lain ",negatif
1038,Rusly Tahir,"mana ada virus bisa di hilang kan , yg cerdas kalo mikir",negatif
1039,Dea Ira,Rakyat kecil yg menjerit karena pemerintah gak mikir dulu sebelum bertindak,negatif
1040,Raiden Himura,"Makanya kalo ga mau berlarut- larut, nanti pas lebaran haji, jangan kumpul untuk mendapatkan daging, kasihan pemerintah yang disalahin terus, padahal rakyatnya yang gak taat peraturan",positif
1041,Ashwin Zuskiyer,Bantuan untuk rakyat kecil gimna itu” apa sudah berjalan???,netral
1042,zabila toys,Bayar angsuran bank nya gimana apakah angsuran ikut ppkm ,netral
1043,AKAQI,PPKM.... Para Pejabat Korupsi Mulu.....,negatif
1044,Mochamad Hanibal,"Harusnya ada jaminan  garansi dari Pemerintah, kepada kegagalan setelah dilakukan vaksin Rakyatnya, karena ada yg meninggal dan ada juga yg mendadak stroke setelah melakukan vaksin, tanpa bantuan apa 2 kepada keluarga korbannya.",negatif
1045,Walden Sinaga,"KUNCINYA ADA DI MASYARAKAT, KURANG KESADARAN. Padahal pemerintah udah berusaha semaksimal mungkin",positif
1046,YANDI Yandi,"Percuma divaksin, penanganannya tidak maksimal",negatif
1047,aqefqef awdef,"Masa orang di tidak bolehkan dagang, gimana sektor berjalan ? Gimana para pekerja dapat gaji ? Gimana ekonomi berjalan ? Rakyat miskin kaya saya bisa makan apa ntar , udh di PHK dan tidak dapat bantuan ? MENDING BUKA MASKER AJA, DARIPADA MATI KELAPARAN ! Bisa tindakan kriminal jadi TINGGI !",negatif
1048,Yoga Bae,Mencegah virus bukan dari PPKM.. gak kan mampu.. Sama aja sia sia,negatif
1049,Lia Marlia,Setelah ppkm selesai..... Langsung beritanya covid menurun.... Pasien pada sembuh.... Wisma atlet kosong.....,netral
1050,Ilham Maulana,Di korban kan rakyat kecil,negatif
1051,Bang Frays,Mundur aja pak jokowi kalo ga mampu n hanya menyusahkan rakyat,negatif
1052,arif rakhman,Ruwet masyarakat di buat pemerintah,negatif
1053,jenggo jenggo,Bisa ga memenuhi kebutuhan warganya jangan dibebani dr warga,negatif
1054,jenggo jenggo,percuma solusi yg kmaren digunakan lg .,negatif
1055,Doni Rafa,Yg sya heran kenapa setelah ada vaksin yg terjgkit semakin bnyk.. kdg gk masuk akal,negatif
1056,andi fadilah,Trus buat apaan di vaksin?,netral
1057,corolla,"Lucu bangsa ni, masyarakt sdh di vaksin tp knp usaha ditutupi atau dibatasi... kan bs buat aturan tiap pengunjung mall atau perbelanjaan besar ,hotel dan tempat wisata wajib menunjukkan surat vaksin sebelum masuk.. jd warga kan gak mungkin asal masuk kesana kalau tdk ada surat vaksin... kurang bijak... stop aja vaksin kalau tempat usaha dan tempat wisata ditutup... dan perkantoran ditutup dan pabrik ditutup... buat apa itu vaksin kalau tdk berguna...",negatif
1058,Aken Hary,"PPKM berlanjut sampai lebaran haji, stelah lebaran haji ppkm selesai, s covid hilang sejenak kan bangsat",negatif
1059,Farel Setiawan,Kalau Ndak bisa menekan penyebaran terus gmna bos?,netral
1060,Ardy Zeta,".habis PPKM apalagi ntr namanya 
Vaksin DTG trs tapi ambil ppkm darurat aneh negeri dagelan ini hahaha..",negatif
1061,Ricky H,"Kalau pelaksanaannya ga tegas percuma, selama ini penegakannya tajam ke bawah tumpul ke atas, perusahaan yang melanggar dibiarkan, kalau warung- warung melanggar ditutup",negatif
1062,mp5k,Kasian pebisnis yg udh berharap tahun ini bisa pulih bisnisnya,netral
1063,Iyan Iyan,Setelah psbb ada lagi ppkm thn dpn apa lg yah,netral
1064,mrasya arraihan27,Subsidi penuh. klw msh ada yg keluyuran langsung tindak tegas.,positif
1065,Oppo A3s,"dulu udah 14 lanjut lagi 14 ada hasilnya gak , ,rakyat sangat kelaparan perutnya, ,",netral
1066,Sutopo Official,ini pemerintah buat ppkm pasti udah mikir dampak baiknya ke depan,positif
1067,Hery Sugito Hadiwijaya Sapto,pabrik rokok dan miras sangat signifikan terkait covid...... seharusnya pabrik rokok dan miras ditutup saat 3 bulan pertama pandemi..... Pemerintah gak adil,negatif
1068,Du-Lure Mancing,"Anggaran kopit dihilangkan , pasti kopit berkurang hehehe.
nah kalau situasi darurat pasti anggaran naik.
Rakyat kecil seperti saya sangat senang jika anggaran dihentikan top ðŸ‘
Stop anggaran2 yang tidak penting, sangat rawan di korupsi.
THIS IS INDONESIA BRO YOU KNOW LAH",positif
1069,Priyanto Hernowo,Tanda tanda korona hilang,netral
1070,Nita 123,Siip mantap biar covid CPT hilang... akal sehat,positif
1071,Hendrie Sebo,Anggaran habis covid habis ....bisa normal kembali amin,netral
1072,Melly Kusminah,Baguslah di Stop.. 3 tahun lagi Menuju Pilpres 2024.. Dana kopid di Stop ok lah.. tapi mbok Yo.. Ppn' tuk Ibu Bersalin Pendidikan Anak Bahan Sembako Jo di kena kan PAJAK to Yoo.. Melasi Masyarakat kelas ke bawah yang Hasil nya Pas Pasan dan Buruh tani pun Bisa kena Dampak nya kalo Semua Kena Pajak....,negatif
1073,ari ahok,Mantap Corona hilang dengan sendirinya,netral
1074,Riski Maulana,Alhamdulillah klo bnr d stop. Ntr jga covid ilang sendiri,positif
1075,Lukman Hakim,Mantap aturan pemerintah…,positif
1076,sri yuda,Bagus... lah buat tim medis di tiadakan... takut nya di permainkan para medis...,positif
1077,Asin 1sih.3no,KALAU WARGA MAU BARENG2 HANCURKAN PCR DAN ALAT2NYA PASTI GAK ADA CORONA,negatif
1078,Fe101 Melawan sistem zalim,Nah ini baru mantap...,positif
1079,Teddy Mulyana,"pasti hilang covid d indonesia karena udh ga di kasih dana ,",positif
1080,safina anhita,"Alhamdulillah dananya tekkor, berarti gak lama LG Corona akan habis, sebaiknya jujur itu lebih baik",positif
1081,Rey Jo,Hhmmm..... kemana uangnya???,netral
1082,Fadil Sempai,"Berita covid itu hanya kedok.
Banyak permainan politik.",negatif
1083,Izatul Mahya,DLM  hal DANA apapun tentu saja  seluruh  penggunanya  pada RAKUS  seperti halnya KORUP....,negatif
1084,MAS HENDS AJA,"mantap covid 19 hilang selamanya ya, soalnya dana sudah habis di korupsi. covid 19 itu mengincar duit bukan manusia",negatif
1085,#PakBudi Lovers,Iya lah hotel.. banyak fasilitas pemerintah yang belum di pakai mesti x hotel kan masih bisa anggaran buat beli tambahan vitamin mereka,negatif
1086,Praga rajo indo,Habis di korupsi kali... ,negatif
1087,Sigit Purnomo,"Hadeh lagi ngapain juga isolasi harus dihotel  dirumah juga bisa kan, duitnya bisa dialihkan ke alokasi lain yg lebih bermanfaat, kok nakes makin kesini kek aji mumpung ya  minta fasilitas bagus. minta gaji gede. minta insentif gede, padahal dampak covid bukan  uu doang, gengsi ya pindah dari hotel ke wisma/ rusun, yasalam...
jujur deh ni ya maaf2 ni kadang2 nakes2 yg di puskesmas atau rsu lambat banget kerjanya dan pasien antri lama banget dah gitu judes banget... gw si sering mengalami gak tau kalian, emang si gak semua tp kejadian itu sering sy alami, makanya sya gak lagi2 ke puskesmas/ rsu lebih baik ke klinik dr pada ke puskesmas/ rsu. emang si nakes garda depan dan kita butuh banget nakes, tp mbok ya jangan aji mumpung yg kedampak bukan u sendiri, disyukuri masih bisa kerja, banyak yg stress karna gk bisa kerja efek covid",netral
1088,Adam Jorgie,"Stop tu  dana nya ... 
 Yakin gua normal indonesia",netral
1089,Ahmad .S,Habis uang Corona pun hilang ,netral
1090,Octavianto Zaki,Salah satu negara termiskin di Asia Tenggara anggaran nya habis... Wajar lah,negatif
1091,Eka Park,Mantap ðŸ‘ dana habis.. Corona hilang.. Betul tidak!!,positif
1092,zyan,Mampus,negatif
1093,Abit Abitbiankia,Ga ada dana covid hilang kaya nya,netral
1094,Amin Yusfi,"Iya betul pemerintah,, biar tidak ada permainan covid lagi..",positif
1095,Mohamad Arif," ini gua setuju nih ..
Sumpah Gua Yakin , Dengan Adanya Aturan Ini covid Dijamin Hilang Dari Indo ..",positif
1096,Nayya Az-Zahra,"Dana habis, Covid hilang, setuju sama pemerintah kali ini ",positif
1097,Bos Candra,"Bener bgt di hapus saya setuju biar LBH hati hati, karena banyak jg di salah guna kan di daerah",positif
1098,Wan Ried,"Uangnya sudah habis semua ... Di buang untuk ini itu.. Di seleweng sana sini .. Yg saya pertanyakan ""BAGAIMANA NASIB IBLIS KORUPSI BANSOS SEKARANG?..!!!!",negatif
1099,mumus,SEMOGA MUSIBAH INI CEPAT BERLALU,netral
1100,wahyu di,Di arab sibuk perang.. di sini sibuk covid ,netral
1101,Shovie ajja,"Alhamdulillah dana pasien covid d stop
Bismillah smg corona lgsg hilang dr muka bumi ini aamiin yarobal'alamin",positif
1102,Sri Sudarini,Asal rakyat jangan dibikin stress.... insyaAllah Imun naik,netral
1103,Jacked and Ripped,Berikutnya vaksin msh gratis gak?,netral
1104,Abdi Sukma,"Alhamdulillah..
Sebentar lagi covid akan berakhir..",netral
1105,Khurotul aini Binti sofyan,Hahaha virus corona langsung pergi dari Indonesia takut,netral
1106,Liatajadulu,"Udah mending dananya buat bantuin masyarakat yang butuh modal buat jualan lagi, yang udah pada di phk kena covid",positif
1107,SURYA SENJA STORY,Banyak berita pasien di covid kan oleh nakes dan rumah sakit padahal mereka tidak covid 19.,negatif
1108,Mesi Deni Geovani,"bagus kalau di stop ,biar covid cepat pergi dari nkri ,jadi lahan bisnis ",positif
1109,okemokemdanokem pjs,bentar lagi kopit hilang.. hhhhhhh,netral
1110,linda ayusita,Alhamdulilah smg cofid segera hilang dari muka bumi ini  termasuk indonesia tercinta,netral
1111,Cenny Ratu,"Alhamdulillah akhirnya habis juga tuh duit,, biar ngga gila gila makan uang haram,,",positif
1112,Andri Adryan,Bodo amat bos,negatif
1113,Te Wiz,AKHIRNYA .. SETELAH INI COVID HILANG ..,netral
1114,Nisa Anisa,Semoga keadaan kehidupan seperti semula.. amiin.. jujur lebih baik,netral
1115,Deni Mild,kemungkinan bakal di hilang berarti karantina,netral
1116,pretty girl,Negara udah mulai bangkrut ora punya duit,negatif
1117,adhie family's, ini yg membuat nakes kejar target berbondong bondong data di covid kan ...klo udh  d stop kan pasti pda malas ,positif
1118,Derry Kertarajasa,Bunuh saja rakyatnya biar kenyang kau raup beli kapal perang untuk kau begal kapal orang di laut sana,negatif
1119,hacker white,rumah sakit semakin sakit,netral
1120,Zainal Inal,"Semoga anggaran Covid tidak ada lagi, saya mau berobat pun udah bakalan tidak ragu2 untuk ke RSUD",netral
1121,Galen Len,mantap mantap mantap,positif
1122,Yunus Pml,"MODAR, sekarang baru bingung mampus",negatif
1123,Feny Anggriani,"Isoman di rumah aja, heran gw.. asal prokes nya bener, isoman di rumah masing2.. buang2 anggaran aja",negatif
1124,Mul Yadi,"Klo DANA NYA HABIS,,, 
CORONA NYA KABUR   ?
/ cari hutang lagi ?",netral
1125,Aislahul Fikri 75,Dah g ada untungnya ngopid in orang,netral
1126,Elisabet,Dana2 utk isolasi pasien covid itu yg di stop sebab dimanipulasi oleh mereka2 yg bukan nakes. Dana isolasi nakes dikembalikan ke Pemprov. Enak mereka yg ndak urus covid mengelola duit itu utk proyek2 mereka. Kasihan nakes. Masyarakat ndak mengerti,negatif
1127,yuan,Pandemi ni memang berat.. bagusnya mungkin utk pasien otg itu dibiarin isoman dirumah tp diawasi sama spt di LN.. spy ga jd beban jg utk negara. Dr youtube2 org indo utk tau gejala ringan di suruh isoman di rmh tp diawasi dan diberi obat oleh dr yg sdh ditunjuk.. kdg dokter jg bs ke rmh,positif
1128,Eny Salim,Kasian yg tugas satgas satu tahun TDK dibayar sama sekali cuma janji2 saja,negatif
1129,Esroom Loen,Sudah waktunya Corona akan berakhir,netral
1130,Hartatik Tatik,"Saya  percaya ,covid akan hilang dr indonesia",netral
1131,Yud Madi,Penyakit di cari2,negatif
1132,Seminggu Yg lalu,"Mungkin.. karna kebanyakan cluster, kli.. âœŒ",netral
1133,9373JAKARTA VISIT,"Covid-19 adalah penyakit bisnis yang membunuh bisnis 
Diantara waktu tenaga uang dan angka kematian yang terus bertambah... 
Jangan bicara uang... HARAM!!!",negatif
1134,Bobby Prasetiyo,"Ayo kita perangi korona, jangan mau di kibulin, yg setuju silahkan balas komentar saya",positif
1135,Sayniee Phone,"Mudah2 an APBN, APBD dan sumber2 lain n tdk di stop pemerintah utk penanganan si korona ",positif
1136,mati konyol,Ayo makan tu duit,negatif
1137,Reza Septiana, Pemerintah sedang kehabisan duit,netral
1138,itz cutE girL^-^,"Honor isentif relawan sj, msh tersendat 
Dana mulai menipis, smoga masyarakat pd tau ,smakin byk kasus covid, bkn berarti ada keuntungn di salah satu pihak",negatif
1139,Fahrial Milano,Dari dulu memang covid ini konspirasi,netral
1140,Abdul Hamid,"Apa artinya mngkin covid-19 nya sudah hilang? Atau uang negara sudah habis, sampe2 sembako pun akan d kenakan pajak.",netral
1141,abang calm3056,"Alhamdulillah.. bentar lagi kelar..
Dari dulu aja kenapa di stop tuh dana..",positif
1142,ayin suastini,Semoga masalah covid juga stop,netral
1143,rahan channel,"Seharusnya pemerintah pakai kekuatan sipil dalam edukasi masyarakat terkait covid 19, aktifkan tenaga2 penyuluh, aktifkan dosen2 lakukan sosialisasi terkait covid 19, aktifkan tokoh agama dan tokoh masyarakat dalam sosialisasi bahaya covid dan prokes...",positif
1144,ryuki zoldyck,"Udah biarin aja, ga usah kalian melibatkan pemerintah lagi, wong kalian ga mau di atur kok, sepele sama covid",positif
1145,Poncowolo Bambang,"Yg tidak percaya covid datang ..
Ke rumah sakit.. dan lihat orang yg Pusing megap megap menahan sakit dada dan lemas",positif
1146,Gigo Aryan,"Tutup lagi tempat mencari nafkah kita, psbb lgi dirumahkan lagi tidak kerja lagi tidak punya penghasilan lagi hadeuh terimakasih . Bosan sekali",negatif
1147,Dewi Dewi,.saya sangat sedih emang benar ya saat isolasi gak di kasih obat yang aku takuti apa benar kalau di rujuk ke rs di biarkan saja gak di kasih obat,netral
1148,jay ever,"Semprot jalan, gank, perkantoran, apartemen sudah banyak yg ga lakuin lg.. Apa lg di daerah. Klo ga salah tahun ini sudah banyak jalan, gang, pemukiman, kantor, apartemen yg sudah ga disemprot utamanya di daerah....  Juga. Kosentrasi  disinfektan nya musti di. Cek. original jg nya juga di cek...  Protokol jg musti di perhatikan tim covid jg.. n. n
    Standar penyemprotan sesuai protokol itu berapa hari ya??  G saja ga tau jg....",positif
1149,Ogi Apri,"Halah, serius kaga koar koar nya minta ampun... Di sini hajatan ataupun hiburan malam masih oke oke aja..., Tidur doang kerjanya",negatif
1150,Yustinus sumarjo,Percuma saja masyarakat tdk mendukung. Tapi maklum kita butuh makan.,positif
1151,9373JAKARTA VISIT,strategi pemerintah GAGAL terus!!!,negatif
1152,andrian syah,Karma negeri ini,negatif
1153,Bob VZ,Semoga lekas membaik,netral
1154,Kwak Kwik Kwuk Kwek Kwok,Waspada dgn TERORIS COVID-19 di sekitar Anda.. dia agen menyebar senjata biologis virus.. dia menebar fitnah ttg COVID-19 sana sini sana sini.. dia kuras harta Anda.. dia akan membunuh Anda !!!!,positif
1155,Nadya Syahputri,Berita basi masyarakat udah bosen wkw,negatif
1156,Deni setiawan,Hanya bisnis,negatif
1157,Junaidi Akbar,"Gua heran aja di india orang banyak yg bergelimpangan di jalan... Justru knpa di indonesia orang sehat orang jalan di tusuk"" hidungnya....",negatif
1158,Teu Sempurna,"wkakakk..
kemarin Baru VIRAL bikin acara DI MALL SLEMAN ngga KENA HUKUM tuh..
GILIRAN orang kecil Hajatan dibubarin abis.
Aturan dibanyakin dibatasin giliran pengusaha mall NGGA DI APA 2IN",negatif
1159,Yanto Suryadi,"Pemerintah melarang Mudik, katanya Pemerintah tdk adil masa org mudik dilarang. 
Sekarang Covid meningkat bagaimana, ini sdh resiko ya mau bagaimana lagi, banyak berdoa saja",negatif
1160,Ade Apandi,Siap siap calon koruptor gas antigen ...kan masker udah sukses .  .....,netral
1161,Ade Apandi,Kang wisata undang kerumunan mohon di larang dulu ...Nanti bisa diproses kerumunan baru,positif
1162,aitai sakura,Tolong lockdown aja. Daripada banyak orang mati lagi kan ga enak dilihatnya. Ya kasihan juga kan tenaga medis urus mayat mayat yang mati lagi capek lah,positif
1163,NKRI,Covid19 abal2 ...ko mau ya pemerintah indo jadi budak Cina,negatif
1164,M Ozil,"MUAK DENGAr aturan pemerintah, percuma kalo gak tegas.",negatif
1165,Eliz Dorr,Hati2 nanti rem blong belum kenyang2 juga nih mafia covid ,netral
1166,Jeprie Emon,"Dana haji gimana kelanjutan nya, apakah sudah di korupsi juga",negatif
1167,Susanti Santi,Kasus HRS DI POLISI KAN... MCDonald buat kerumunan kenapa anda diam... dan saya yakin lonjakan covid ini terjadi karena penutupan gerai Giant dan MCDonald kenapa bupati diam? apa karena takut kepada pemiliknya karena investor lalu di salahkan mudik lebaran...,negatif
1168,Dadan Black,Covid gawat anggaran menguat,netral
1169,Jauharul Latifah,korona  semangat,negatif
1170,Djunaidi Abbas,Selama pergerakan orang tdk bisa diredam maka penyebaran pirus akan sulit diatasi dgn cepat maka kuncinya ada pada bantuan yg tepat data yg benar didesa dan kelurahan bukan dri BPS yg hanya sampel,positif
1171,Putra Petualang,Pemerintah menetapkan Darurat sipil rakyat merasakan Darurat Pemimpin !,negatif
1172,Zaimi Muchtar l,Pemerintah tak perlu kuatir masyarakat Indonesia gotong royong tinggi soal dana rame  kita nyumbang karena Pemerintah tak kuat dana.,negatif
1173,Loving Caring Kindness Forever,"Juga dukung dalam doa, untuk pemulihan dunia dari korona!",positif
1174,Beesco Tamelang,Pilih mati kena korona atau mati kelaparan  sekeluarga karna kepala keluarga ya ga bekerja. Sumbangan g tepat sasaran dari pemerintah.,negatif
1175,Haikal Faturohim,"Korona jadi viral ,pencegahan ke rakyat  cuma lockdown salah besar ,tolong pikir kan perut rakyat kerja  kuli bangunan  di mana di berhentikan, tolong pak puluhan ribu rakyat malah tambah  parah kalo  di berhentikan  aktivitas  malah lebih nambah parah  pasok   sembako udah 3 minggu pada pengangguran se minggu gak kuli kelabakan   tolong  jangan nambah beban yg tidak di duga  yg bakal parah   kelaparan masyarakat ",negatif
1176,Teddy Alfons Versluis,Kita Harus Bersatu Saling Bantu Membantu Program Pemerintah Dalam Memerangi Covid 19...... Bersatu Kita Teguh jika Kita Saling Nyinyir Akan Menambah Panjangnya Wabah Covid 19.,positif
1177,Zakaria Zakaria,"Jgn pd tkt mati, mati tu dh dari lahir, ngapain tkt, kalo memang mau mati korona ya tu takdir, klo gak takdir korona pun lewat, jd jgn ribut lah",negatif
1178,Lucy Siana,"Demi KESELAMATAN RAKYAT, agar terhindar jangkitan virus Corona ITu begitu cepat.
Yang ZONA MERAH itu PERLU DI tangan Betul2.",positif
1179,Deden Aja,"ayo pemerintah aku dukung lockdown, demi kebaikan bangsa",positif
1180,shasa flower,"Pemerintah tdk hanya melayani satu wilayah aja,  namun seluruh Indonesia, ini bukan salah pemerintah",positif
1181,Gold Sunshine,Virus corona ini gak kenal birokrasi... utk antisipasi penularan dan mengurangi beban tim medis...... masyarakat di kelas bawah sudah bergerak lbh cepat drpd pemerintah pusat.... masih saja mereka  disindir genit oleh orang2nya jokowi.. krn tdk menunggu keputusan dr pusat..,negatif
1182,awing penganak,"pokoknya pengawasan hrus ktat ,jng pak jokowi instruksi bru ,jgn pcya aja, hrus trun ,ngecek sembunyi ,jdi tau",positif
1183,Naniek Wijaya,"ini pemerintah indo kerjanya apa sih, kok gak beres",negatif
1184,Suryo Supraptono,"Mas Bayu mestinya tak perlu lagi didebatkan untuk menakar kebijakan pemerintah, justru pemerintah telah menerapkan kebijakan dengan menakar sikap, perilaku, budaya, dan kebiasaan masyarakat yang cenderung maunya sendiri, terkesan membandel terhadap anjuran pemerintah Kenapa masyarakat terkesan membandel karena ada gurunya yaitu para ustad, ulama, politikus busuk, orang bekas di pecat yang mengajak tidak turut terhadap pemerintah dan termasuk media mainstream tertentu. Kalau mau efektif ikuti cara di negara komunis Cina, dengan baikan kemanusiaan dan HAM. kalau perlu Tembak ditempat, pasti jitu dan efektif, yang nyinyir tangkap jebloskan ke penjara.",positif
1185,Fima Kurnia,orang yg paling kiri batuk2.. siapa yg udah pikir negatif dia positif??/,negatif
1186,Ten Sakti,"Kurangi debat, banyakin Sedekah Cash, bukan wacana ajh...",negatif
1187,Ya No,"putuskan tali rantai penyebaran, yaitu Wajib lapor ke RT, Warung2 Pinggir Jalan Tidak diperkenankan Tempat Kumpul2 dan Penjual Wajib gunakan Masker dan Sediakan Hand Sanitizer, Giatkan Gotong Royong Saling bantu misal sabun cuci tangan, masker buatan mandiri, sembako bagi yang tak mampu, namun Aman bagi Warga yang memerlukan.",positif
1188,Hayati Bayu,"org  Indonesia  ngeyel  dan  maunya  Instan....  secara  real   org  cina  disiplin  dan patuh 
saya  lihat  Di Hongkong...",positif
1189,budi santoso,RAKYAT SUDAH BANYAK BERKORBAN UNTUK KeBIJAKAN PENGUASA... DARI CABUT SUBSIDI... PAJAK DIGALAKkAN... BPJS YANG NAIK TAPI DIBATALKAN KATANYA SIh... NAIK INI ITU... TAPI DALAM KEADAAN RAKYAT SUSAH BeGINI... PeNGUASA MASIH SUSAH BANGET MEMBERI KEBIJAKAN UNTUK RAKYATNYA YG LAGI SUSAH....,negatif
1190,Yose Gerald,Ngomong aja buat kebijakan tpi menyerang rakyat kecil lol,negatif
1191,nani nani,Kurangi bertengkar kurangi saling menyalahkan bikin otak bodok kehilangan akal sehat  ayolah masarakat saling bantu jangan mikir harta lagi,positif
1192,nani nani,Ayo sama sama berjuang jangan biarkan indonesia yang sudah bagus ini manusia nya mati masal punah di habisi virus corona,positif
1193,Affan & Aufa,"Kebanyakan wacana kebanyakan di bahas
Kerja nya kapan. ??? 
Bandara internasional terminal 3 aja masih di buka tuh turis2 mask semua 
Padahal pemerintah tau ada yg terjangkit tanpa gejala
Rakyat doang di suruh diam !!!!",negatif
1194,Arie Elder,"Harus nya tepat sasaran awas
Ntar harus amanah ntar salah saran lagi",netral
1195,Cinta Kasih,"Pemerintah harus cepat pikirkan kondisi mereka yg terdampak langsung dan bijak...
Pegawai negeri masih dapat gaji..
Untuk yang swasta bagaimana kalau pendapatannya mati total..?",positif
1196,Fahlupi Rachmadon,"Kesejahteraan rakyat mana nih , rakyat yg punya gaji apa rakyat harian",negatif
1197,bang ayung,"Gimana cara nya,? dan tau kah yg terimbas langsung gara2 ppkm darurat",netral
1198,San Sidney,Terus gmn nasib perut rakyat yg masih kost & kontrak... thn 2020 aja bantuannya gak merata... gak ada solusi!!!,negatif
1199,BATMAN LAPER,"Gk usah diharapkan, cuma cangkem lamis",negatif
1200,Malaikat Izrail 24,"Lah bansos aja di korup,,‚",negatif
1201,Ngadiman Jaya,jangan cuma orang2 di garda terdepan tp untuk kesejahteraan masyarakat tlg juga diperhatikan,positif
1202,Daniar Daniar,smkin mnjdi jadi. mti rakyatmu klo ini brjln skin bnyk yg sakit dan mti klpran,negatif
1203,Daniar Daniar,BKN dokter aja bos. rkyat perlu dijamin hidupnya,negatif
