id,username,text,text_clean,label
1012,tri frendika rishartama,mau membunuh rakyat kecil ini .pemerintah mau berantas kemiskinan dengan cara seperti itu kali ya .katanya paksin itu untuk  mencegah covid .kok habis di vaksin  kok  malah  banyak yang kena covid.,mau bunuh rakyat kecil pemerintah mau berantas miskin cara seperti sekali kata vaksin cegah covid habis vaksin malah banyak kena covid,negatif
1013,Alexis Zurex,ngapain PPKM pak ???? wong warga nya aja gak peduli..... udah... biar aja pada sakit semua lah.... mungkin nanti kalau napas nya sudah MEGAP2 kena covid mereka baru bisa percaya......... mungkin lho.....,ngapain ppkm pak orang warga tidak peduli udah biar sakit semua mungkin nanti napas sudah megap kena covid baru bisa percaya mungkin loh,negatif
1014,Matthewâ™¦ï¸0803,"OMONG KOSONG (TURUNIN COVID) 👎
PANDEMI BARU HILANG 2022✅
SEKOLAH TATAP MUKA AMAN 2022✅
2021 (pret)🔴
AMIN✌",omong kosong turunin covid pandemi baru hilang sekolah tatap muka aman pret amin,negatif
1015,Imam Basori,salah siapa ini ....negara sampai gk mampu menyelesaikan... D tinggal minum kopi n rokok   lanjut tidur...... nikmat. bangun tidur makan n minum kopi lnjut tidur lgi ....nikmat. itu untk yg punya tabungan tpi yg Nol tabungan .....jawab sendiri Bos.,salah siapa negara sampai tidak mampu selesai tinggal minum kopi rokok lanjut tidur nikmat bagun tidur makan minum kopi lanjut tidur nikmat punya tabung nol tabung jawab sendiri,netral
1016,kho muin,"ppkm darurat ini bagus dan tepat sekali, sebab pemerintah akan mencukupi seluruh kebutuhan rakyatnya, jd jangan kawatir kalau ga kerja, pemerintah sdh siapkan biaya hidup rakyat. tinggal rebahan nonton tv dan bayaran.
demikian cerpen balada covid 19.",ppkm darurat bagus tepat sekali sebab pemerintah cukup seluruh butuh rakyat jadi jangan kawatir tidak kerja pemerintah sudah siap biaya hidup rakyat tinggal rebah nonton televisi bayar demikian cerpen balada covid,positif
1017,Karuhun,Pd bincang bincang ..udh setahun lebih nih.. kebijakan tdk ada yg tegas..,bincang bincang sudah tahun lebih bijak tidak ada tegas,negatif
1018,Anto Korn,"Memang negara ini banyak org yg pintar tp sedikit org yg jujur & adil, jd beban rakyat bro lu mah enak koar2 yg diatas kita yg d bawah jd korban",negara banyak orang pintar sedikit orang jujur adil jadi beban rakyat enak koar atas bawah jadi korban,negatif
1019,RINJANI FAMILY,Bodo' amat,tidak peduli sekali,negatif
1020,Aselly Tegal,"TKA noh ,urusin!",tenaga kerja asing urusin,negatif
1021,Asika Indriono,"Kenapa selalu tumpang tindih ga selalu memanfaatkan waktu, dulu waktu PSBB kenapa ga di manfaatkan untuk vaksin serentak atau paling tidak dlm PPKM kedepan jd setelah PPKM selesain minimal bs mengurangi covid19",selalu tumpang tindih tidak selalu manfaat waktu dulu waktu psbb tidak manfaat vaksin serentak paling tidak ppkm depan jadi telah ppkm selesain minimal bisa kurang covid,negatif
1022,Den bagus Nur,covid akan hilang jika berhenti melakukan test covid,covid hilang henti laku tes covid,negatif
1023,suud 1957,Tidak ada harapan. Pasti ppkm berlanjut.,tidak ada harap pasti ppkm lanjut,negatif
1024,mawar putih,tolak para turis asing coba!! Pasti gak berani karena ada cuan buat pemerintah untuk di korupsi,tolak para turis asing coba pasti tidak berani ada uang buat pemerintah korupsi,negatif
1025,Mujib Syaifullah,"Tugas kami adalah mempertahankan hidup, jadi kami tidak mau di lockdown",tugas tahan hidup jadi tidak mau lockdown,negatif
1026,mawar putih,Tabungan sudah menipis gara2 usaha sepi.....,tabung sudah tip gara usaha sepi,netral
1027,Twywywy Whwuwuuw,"ALHAMDULILLAH
TTP OPTIMIS
DAMAILAH NKRI KITA",tetap optimis damai negara satu republik indonesia,netral
1028,Anak Rantau 007,Kita hidup di NKRI bukan hidup di WHO. Dan saya dapat uang buat makan bukan dari pemerintah. Maaf saya Ndak peduli ada ppkm atau lockdown bosan. Ya kaya semakin kaya yang miskin semakin miskin.,hidup negara satu republik indonesia bukan hidup who dapat uang buat makan bukan pemerintah tidak peduli ada ppkm lockdown bosan kaya makin kaya miskin makin miskin,negatif
1029,Ngaderjo 5758,Banyak yg berotak cerdas.. tpi byk yg tdk jujur,banyak otak cerdas banyak tidak jujur,negatif
1030,Toni wey,"Yg bisa di cegah itu penyakit cacingan, buat aturan seketat apapun tidak akan buat hilang pedemi ini.",bisa cegah sakit cacing buat atur ketat apa tidak buat hilang demi,negatif
1031,Ajik Putra,"Sedangkan negara"" lain udah enak ""n gak pake masker boleh lihat piala euro meraka udah sadar",sedang negara udah enak tidak pakai masker boleh lihat piala euro raka udah sadar,positif
1032,Atiek Atiek,"Yg hajatan itu , ppkm juga masih kerumunan kalau hajatan",hajat ppkm masih kerumun hajat,netral
1033,Dody Irawan,"Iya di lihat aja, apa bermanfaat dengan ppkm ini menjadi menekan angka kopit Dan yakin kah juga bisa. Memberi dampak baik pada rakyat kecil yg sementara lockdown mini",lihat manfaat ppkm jadi tekan angka covid yakin bisa beri dampak baik rakyat kecil sementara lockdown mini,netral
1034,Darius Bert,Negara harus tegas terhadap siapapun yang melanggar aturan PPKM. Karena itu tugas dan tanggung jawab Negara. Menjamin keselamatan Warga negara.,negara harus tegas hadap siapa langgar atur ppkm tugas tanggung jawab negara jamin selamat warga negara,positif
1035,Siti Yulaikah,Ekonomi lekas jalan ppkm lagi begitu terus bilang aja gak boleh mudik,ekonomi lekas jalan ppkm bilang tidak boleh mudik,negatif
1036,MEDIA INFORMASI,Percuma mau ppkm juga klo kita sendiri ngga sadar diri. Masih suka pergi gak pake masker gak mau jaga jarak  dll nya ...singapura aja negara besar udah anggap covid ini akan jadi endemic sepetti flu biasa,percuma mau ppkm sendiri tidak sadar diri masih suka pergi tidak pakai masker tidak mau jaga jarak singapura negara besar udah anggap covid jadi endemic sepetti flu biasa,positif
1037,dnd Production,"Kebijakan kok muter muter begitu trs cuma ganti istilah doang, efektif kgk malah makin byk yg positif dan makin byk pengangguran yg ada ,, udh setahun lbh, solusi yg lain dong",bijak putar putar cuma ganti istilah efektif tidak malah makin banyak positif makin banyak anggur ada sudah tahun lebih solusi,negatif
1038,Rusly Tahir,"mana ada virus bisa di hilang kan , yg cerdas kalo mikir",mana ada virus bisa hilang cerdas mikir,negatif
1039,Dea Ira,Rakyat kecil yg menjerit karena pemerintah gak mikir dulu sebelum bertindak,rakyat kecil jerit pemerintah tidak mikir dulu belum tindak,negatif
1040,Raiden Himura,"Makanya kalo ga mau berlarut- larut, nanti pas lebaran haji, jangan kumpul untuk mendapatkan daging, kasihan pemerintah yang disalahin terus, padahal rakyatnya yang gak taat peraturan",tidak mau larut larut nanti ketika lebaran haji jangan kumpul dapat daging kasihan pemerintah disalahin rakyat tidak taat atur,positif
1041,Ashwin Zuskiyer,Bantuan untuk rakyat kecil gimna itu� apa sudah berjalan???,bantu rakyat kecil bagaimana sudah jalan,netral
1042,zabila toys,Bayar angsuran bank nya gimana apakah angsuran ikut ppkm ,bayar angsur bank gimana angsur ikut ppkm,netral
1043,AKAQI,PPKM....Para Pejabat Korupsi Mulu.....,ppkmpara jabat korupsi,negatif
1044,Mochamad Hanibal,"Harusnya ada jaminan  garansi dari Pemerintah, kepada kegagalan setelah dilakukan vaksinasi Rakyatnya, karena ada yg meninggal dan ada juga yg mendadak stroke setelah melakukan vaksinasi, tanpa bantuan apa 2 kepada keluarga korbannya.",harus ada jamin garansi pemerintah kepada gagal telah laku vaksinasi rakyat ada tinggal ada dadak stroke telah laku vaksinasi tanpa bantu kepada keluarga korban,negatif
1045,Walden Sinaga,"KUNCINYA ADA DI MASYARAKAT, KURANG KESADARAN. Padahal pemerintah udah berusaha semaksimal mungkin",kunci ada masyarakat kurang sadar pemerintah udah usaha maksimal mungkin,positif
1046,YANDI Yandi,"Percuma divaksin, penanganannya tidak maksimal",percuma vaksin tangan tidak maksimal,negatif
1047,aqefqef awdef,"Masa orang di tidak bolehkan dagang, gimana sektor berjalan ? Gimana para pekerja dapat gaji ? Gimana ekonomi berjalan ? Rakyat miskin kaya saya bisa makan apa ntar , udh di PHK dan tidak dapat bantuan ? MENDING BUKA MASKER AJA, DARIPADA MATI KELAPARAN ! Bisa tindakan kriminal jadi TINGGI !",masa orang tidak boleh dagang gimana sektor jalan gimana para kerja dapat gaji gimana ekonomi jalan rakyat miskin kaya bisa makan nanti sudah putus hubung kerja tidak dapat bantu mending buka masker mati lapar bisa tindak kriminal jadi tinggi,negatif
1048,Yoga Bae,Mencegah virus bukan dari PPKM.. gak kan mampu.. Sama aja sia sia,cegah virus bukan ppkm tidak mampu sama,negatif
1049,Lia Marlia,Setelah ppkm selesai..... Langsung beritanya covid menurun.... Pasien pada sembuh.... Wisma atlet kosong.....,telah ppkm selesai langsung berita covid turun pasien sembuh wisma atlet kosong,netral
1050,Ilham Maulana,Di korban kan rakyat kecil,korban rakyat kecil,negatif
1051,Bang Frays,Mundur aja pak jokowi kalo ga mampu n hanya menyusahkan rakyat,mundur pak jokowi tidak mampu hanya susah rakyat,negatif
1052,arif rakhman,Ruwet masyarakat di buat pemerintah,rumit masyarakat buat pemerintah,negatif
1053,jenggo jenggo,Bisa ga memenuhi kebutuhan warganya jangan dibebani dr warga,bisa tidak penuh butuh warga jangan beban warga,negatif
1054,jenggo jenggo,percuma solusi yg kmaren digunakan lg .,percuma solusi guna,negatif
1055,Doni Rafa,Yg sya heran kenapa setelah ada vaksin yg terjgkit semakin bnyk.. kdg gk masuk akal,heran telah ada vaksin jangkit makin banyak kadang tidak masuk akal,negatif
1056,andi fadilah,Trus buat apaan di vaksin?,buat vaksin,netral
1057,corolla,"Lucu bangsa ni, masyarakt sdh di vaksin tp knp usaha ditutupi atau dibatasi... kan bs buat aturan tiap pengunjung mall atau perbelanjaan besar ,hotel dan tempat wisata wajib menunjukkan surat vaksin sebelum masuk.. jd warga kan gak mungkin asal masuk kesana kalau tdk ada surat vaksin... kurang bijak... stop aja vaksin kalau tempat usaha dan tempat wisata ditutup... dan perkantoran ditutup dan pabrik ditutup... buat apa itu vaksin kalau tdk berguna...",lucu bangsa masyarakat sudah vaksin usaha tutup batas bisa buat atur tiap unjung mall belanja besar hotel tempat wisata wajib tunjuk surat vaksin belum masuk jadi warga tidak mungkin asal masuk kesana tidak ada surat vaksin kurang bijak henti vaksin tempat usaha tempat wisata tutup kantor tutup pabrik tutup buat vaksin tidak guna,negatif
1058,Aken Hary,"PPKM berlanjut sampai lebaran haji, stelah lebaran haji ppkm selesai, s covid hilang sejenak kan bangsat",ppkm lanjut sampai lebaran haji lebaran haji ppkm selesai covid hilang jenak bangsat,negatif
1059,Farel Setiawan,Kalau Ndak bisa menekan penyebaran terus gmna bos?,tidak bisa tekan sebar bagaimana,netral
1060,Ardy Zeta,".habis PPKM apalagi ntr namanya 
Vaksin DTG trs tapi ambil ppkm darurat aneh negeri dagelan ini hahaha..",habis ppkm nanti nama vaksin dtg ambil ppkm darurat aneh negeri dagel,negatif
1061,Ricky H,"Kalau pelaksanaannya ga tegas percuma, selama ini penegakannya tajam ke bawah tumpul ke atas, perusahaan yang melanggar dibiarkan, kalau warung- warung melanggar ditutup",laksana tidak tegas percuma lama tega tajam bawah tumpul atas usaha langgar biar warung warung langgar tutup,negatif
1062,mp5k,Kasian pebisnis yg udh berharap tahun ini bisa pulih bisnisnya,kasihan bisnis sudah harap tahun bisa pulih bisnis,netral
1063,Iyan Iyan,Setelah psbb ada lagi ppkm thn dpn apa lg yah,telah psbb ada ppkm tahun dpn,netral
1064,mrasya arraihan27,Subsidi penuh. klw msh ada yg keluyuran langsung tindak tegas.,subsidi penuh masih ada keluyur langsung tindak tegas,positif
1065,Oppo A3s,"dulu udah 14 lanjut lagi 14 ada hasilnya gak , ,rakyat sangat kelaparan perutnya, ,",dulu udah lanjut ada hasil tidak rakyat lapar perut,netral
1066,Sutopo Official,ini pemerintah buat ppkm pasti udah mikir dampak baiknya ke depan,pemerintah buat ppkm pasti udah mikir dampak baik depan,positif
1067,Hery Sugito Hadiwijaya Sapto,pabrik rokok dan miras sangat signifikan terkait covid...... seharusnya pabrik rokok dan miras ditutup saat 3 bulan pertama pandemi..... Pemerintah gak adil,pabrik rokok miras signifikan kait covid harus pabrik rokok miras tutup saat bulan pertama pandemi pemerintah tidak adil,negatif
1068,Du-Lure Mancing,"Anggaran kopit dihilangkan , pasti kopit berkurang hehehe.
nah kalau situasi darurat pasti anggaran naik.
Rakyat kecil seperti saya sangat senang jika anggaran dihentikan top 👍
Stop anggaran2 yang tidak penting, sangat rawan di korupsi.
THIS IS INDONESIA BRO YOU KNOW LAH",anggar covid hilang pasti covid kurang situasi darurat pasti anggar naik rakyat kecil seperti senang anggar henti top henti anggar tidak penting rawan korupsi indonesia paham,positif
1069,Priyanto Hernowo,Tanda tanda korona hilang,tanda tanda corona hilang,netral
1070,Nita 123,Siip mantap biar covid CPT hilang... akal sehat,mantap biar covid cepat hilang akal sehat,positif
1071,Hendrie Sebo,Anggaran habis covid habis ....bisa normal kembali amin,anggar habis covid habis bisa normal kembali,netral
1072,Melly Kusminah,Baguslah di Stop.. 3 tahun lagi Menuju Pilpres 2024.. Dana kopid di Stop ok lah.. tapi mbok Yo.. Ppn' tuk Ibu Bersalin Pendidikan Anak Bahan Sembako Jo di kenain PAJAK to Yoo.. Melasi Masyarakat kelas ke bawah yang Hasil nya Pas Pasan dan Buruh tani pun Bisa kena Dampak nya kalo Semua Kena Pajak....,bagus henti tahun tuju pilpres dana covid henti yo ppn ibu salin didik anak bahan sembako jokowi kenain pajak yoo lasi masyarakat kelas bawah hasil ketika pas buruh tani bisa kena dampak semua kena pajak,negatif
1073,ari ahok,Mantap Corona hilang dengan sendirinya,mantap corona hilang sendiri,netral
1074,Riski Maulana,Alhamdulillah klo bnr d stop. Ntr jga covid ilang sndri,benar henti nanti covid hilang sndri,positif
1075,Lukman Hakim,Mantap...👍👍👍👍,mantap,positif
1076,sri yuda,Bagus... lah buat tim medis di tiadakan... takut nya di permainkan para medis...,bagus buat tim medis tiada takut main para medis,positif
1077,Asin 1sih.3no,KALAU WARGA MAU BARENG2 HANCURKAN PCR DAN ALAT2NYA PASTI GAK ADA CORONA,warga mau sama hancur pcr alat pasti tidak ada corona,negatif
1078,Fe101 Melawan sistem zalim,Nah ini baru mantap...,baru mantap,positif
1079,Teddy Mulyana,"pasti hilang covid d indonesia karena udh ga di kasih dana ,",pasti hilang covid indonesia sudah tidak kasih dana,positif
1080,safina anhita,"Alhamdulillah dananya tekkor, berarti gak lama LG Corona akan habis, sebaiknya jujur itu lebih baik",dana rugi arti tidak lama corona habis baik jujur lebih baik,positif
1081,Rey Jo,Hhmmm..... kemana uangnya???,mana uang,netral
1082,Fadil Sempai,"Berita covid itu hanya kedok.
Banyak permainan politik.",berita covid hanya kedok banyak main politik,negatif
1083,Izatul Mahya,DLM  hal DANA apapun tentu saja  seluruh  penggunanya  pada RAKUS  seperti halnya KORUP....,dana apa tentu seluruh guna rakus seperti korupsi,negatif
1084,MAS HENDS AJA,"mantap covid 19 hilang selamanya ya, soalnya dana sudah habis di korupsi. covid 19 itu mengincar duit bukan manusia",mantap covid hilang lama soal dana sudah habis korupsi covid incar uang bukan manusia,negatif
1085,#PakBudi Lovers,Iya lah hotel.. banyak fasilitas pemerintah yang belum di pakai mesti x hotel kan masih bisa anggaran buat beli tambahan vitamin mereka,hotel banyak fasilitas pemerintah belum pakai mesti hotel masih bisa anggar buat beli tambah vitamin,negatif
1086,Praga rajo indo,Habis di korupsi kali... ,habis korupsi sekali,negatif
1087,Sigit Purnomo,"Hadeh lagi ngapain juga isolasi harus dihotel  dirumah juga bisa kan, duitnya bisa dialihkan ke alokasi lain yg lebih bermanfaat, kok nakes makin kesini kek aji mumpung ya  minta fasilitas bagus. minta gaji gede. minta insentif gede, padahal dampak covid bukan  uu doang, gengsi ya pindah dari hotel ke wisma/ rusun, yasalam...
jujur deh ni ya maaf2 ni kadang2 nakes2 yg di puskesmas atau rsu lambat banget kerjanya dan pasien antri lama banget dah gitu judes banget... gw si sering ngalamin gak tau kalian, emang si gak semua tp kejadian itu sering sy alami, makanya sya gak lagi2 ke puskesmas/ rsu lebih baik ke klinik dr pada ke puskesmas/ rsu. emang si nakes garda depan dan kita butuh banget nakes, tp mbok ya jangan aji mumpung yg kedampak bukan u sendiri, disyukuri masih bisa kerja, banyak yg stress karna gk bisa kerja efek covid",hadeh ngapain isolasi harus hotel rumah bisa duit bisa alih alokasi lebih manfaat tenaga sehat makin kesini seperti aji mumpung minta fasilitas bagus minta gaji besar minta insentif besar dampak covid bukan undang undang gengsi pindah hotel wisma rusun yasalam jujur kadang tenaga sehat puskesmas rsu lambat kerja pasien antri lama sudah gitu judes sering ngalamin tidak tahu tidak semua jadi sering alami tidak puskesmas rsu lebih baik klinik puskesmas rsu tenaga sehat garda depan butuh tenaga sehat jangan aji mumpung dampak bukan sendiri syukur masih bisa kerja banyak stres tidak bisa kerja efek covid,netral
1088,Adam Jorgie,"Stop tu  dana nya ... 
 Yakin gua normal indonesia",henti dana yakin normal indonesia,netral
1089,Ahmad .S,Habis uang Corona pun hilang ,habis uang corona hilang,netral
1090,Octavianto Zaki,Salah satu negara termiskin di Asia Tenggara anggaran nya habis... Wajar lah,salah satu negara miskin asia tenggara anggar habis wajar,negatif
1091,Eka Park,Mantap 👍 dana habis.. Corona hilang.. Betul tidak!!,mantap dana habis corona hilang betul tidak,positif
1092,zyan,Mampus,mampus,negatif
1093,Abit Abitbiankia,Ga ada dana covid hilang kaya nya,tidak ada dana covid hilang kaya,netral
1094,Amin Yusfi,"Iya betul pemerintah,, biar tidak ada permainan covid lagi..",betul pemerintah biar tidak ada main covid,positif
1095,Mohamad Arif," ini gua setuju nih ..
Sumpah Gua Yakin , Dengan Adanya Aturan Ini covid Dijamin Hilang Dari Indo ..",tuju sumpah yakin ada atur covid jamin hilang indonesia,positif
1096,Nayya Az-Zahra,"Dana habis, Covid hilang, setuju sama pemerintah kali ini ",dana habis covid hilang tuju sama pemerintah sekali,positif
1097,Bos Candra,"Bener bgt di hapus saya setuju biar LBH hati hati, karena banyak jg di salah guna kan di daerah",benar hapus tuju biar lebih hati hati banyak salah guna daerah,positif
1098,Wan Ried,"Uangnya sudah habis semua ... Di buang untuk ini itu.. Di seleweng sana sini .. Yg saya pertanyakan ""BAGAIMANA NASIB IBLIS KORUPSI BANSOS SEKARANG?..!!!!",uang sudah habis semua buang seleweng sana sini tanya bagaimana nasib iblis korupsi bantu sosial sekarang,negatif
1099,mumus,SEMOGA MUSIBAH INI CEPAT BERLALU,moga musibah cepat lalu,netral
1100,wahyu di,Di arab sibuk perang.. di sini sibuk covid ,arab sibuk perang sini sibuk covid,netral
1101,Shovie ajja,"Alhamdulillah dana pasien covid d stop
Bismillah smg corona lgsg hilng dr muka bumi ini aamiin yarobal'alamin",dana pasien covid henti moga corona langsung hilng muka bumi yarobalalamin,positif
1102,Sri Sudarini,Asal rakyat jangan dibikin stress.... insyaAllah Imun naik,asal rakyat jangan bikin stres imun naik,netral
1103,Jacked and Ripped,Berikutnya vaksin msh gratis gak?,ikut vaksin masih gratis tidak,netral
1104,Abdi Sukma,"Alhamdulillah..
Sebentar lagi covid akan berakhir..",sebentar covid akhir,netral
1105,Khurotul aini Binti sofyan,Hahaha virus corona langsung pergi dari Indonesia takut,virus corona langsung pergi indonesia takut,netral
1106,Liatajadulu,"Udah mending dananya buat bantuin masyarakat yang butuh modal buat jualan lagi, yang udah pada di phk kena covid",udah mending dana buat bantuin masyarakat butuh modal buat jual udah putus hubung kerja kena covid,positif
1107,SURYA SENJA STORY,Banyak berita pasien di covid kan oleh nakes dan rumah sakit padahal mereka tidak covid 19.,banyak berita pasien covid tenaga sehat rumah sakit tidak covid,negatif
1108,Mesi Deni Geovani,"bagus kalau di stop ,biar covid cepat pergi dari nkri ,jadi lahan bisnis ",bagus henti biar covid cepat pergi negara satu republik indonesia jadi lahan bisnis,positif
1109,okemokemdanokem pjs,bentar lagi kopit hilang.. hhhhhhh,bentar covid hilang hhhhhhh,netral
1110,linda ayusita,Alhamdulilah smg cofid segera hilang dari muka bumi ini  termasuk indonesia tercinta,moga covid segera hilang muka bumi masuk indonesia cinta,netral
1111,Cenny Ratu,"Alhamdulillah akhirnya habis juga tuh duit,, biar ngga gila gila makan uang haram,,",akhir habis uang biar tidak gila gila makan uang haram,positif
1112,Andri Adryan,Bodo amat bos,tidak peduli sekali,negatif
1113,Te Wiz,AKHIRNYA .. SETELAH INI COVID HILANG ..,akhir telah covid hilang,netral
1114,Nisa Anisa,Semoga keaadaan kehidupan seperti semula.. amiin.. jujur lebih baik,moga keaadaan hidup seperti mula jujur lebih baik,netral
1115,Deni Mild,kemungkinan bakal di hilangin berarti karantina,mungkin bakal hilangin arti karantina,netral
1116,pretty girl,Negara udah mulai bangkrut ora punya duit,negara udah mulai bangkrut tidak punya uang,negatif
1117,adhie family's,Nahh ini yg membuat nakes ngejar target berbondong bondong data di covidkan ...klo udh  d stop kan pasti pda malas hahahhaa,nahh buat tenaga sehat ngejar target bondong bondong data covid sudah henti pasti malas hahahhaa,positif
1118,Derry Kertarajasa,Bunuh saja rakyatnya biar kenyang kau raup beli kapal perang untuk kau begal kapal orang di laut sana,bunuh rakyat biar kenyang raup beli kapal perang begal kapal orang laut sana,negatif
1119,hacker white,rumah sakit semakin sakit,rumah sakit makin sakit,netral
1120,Zainal Inal,"Semoga anggaran Covid tidak ada lagi, saya mau berobat pun udah bakalan tidak ragu2 untuk ke RSUD",moga anggar covid tidak ada mau obat udah bakal tidak ragu rsud,netral
1121,Galen Len,mantap mantap mantap,mantap mantap mantap,positif
1122,Yunus Pml,"MODAR, sekarang baru bingung mampus",mampus sekarang baru bingung mampus,negatif
1123,Feny Anggriani,"Isoman di rumah aja, heran gw.. asal prokes nya bener, isoman di rumah masing2.. buang2 anggaran aja",istirahat rumah heran asal protokol sehat benar istirahat rumah masing buang anggar,negatif
1124,Mul Yadi,"Klo DANA NYA HABIS,,, 
CORONA NYA KABUR  DONG  ?
/ nyari hutang lagi ?",dana habis corona kabur nyari hutang,netral
1125,Aislahul Fikri 75,Dah g ada untungnya ngopid in orang,sudah ada untung covid orang,netral
1126,Elisabet,Emangnya nakes senang ada covid? Walaupun ditempatkan di surga pun nakes ndak mau. Apalagi cuma ditempatkan dihotel. Justru nakes senang ndak ada covid. Yg seharusnya di stop itu proyek2 covid yg dikendalikan oleh mereka2 yg bukan nakes itu yg di stop. Dana2 utk isolasi pasien covid itu yg di stop sebab dimanipulasi oleh mereka2 yg bukan nakes. Banyak nakes. Terutama perawat di seluruh Indonesia yg isolasi sendiri dirumah. Sebab pikirkan anak dirumah ndak ada yg ngurus. Teman2 patungan beli susu. Buah vitamin. Masyarakat ndak ngerti. Seharusnya dana utk nakes ndak usah diganggu gugat sebab mereka yg nyata dan benar2 kerja. Yg nangkap dan merawat pasien covid secara langsung. Itu yg proyek covid yg ndak jelas itu yg distop. Dana isolasi nakes dikembalikan ke Pemprov. Enak mereka yg ndak ngurus covid mengelola duit itu utk proyek2 mereka. Kasihan nakes. Masyarakat ndak ngerti,emang tenaga sehat senang ada covid walaupun tempat surga tenaga sehat tidak mau cuma tempat hotel justru tenaga sehat senang tidak ada covid harus henti proyek covid kendali bukan tenaga sehat henti dana isolasi pasien covid henti sebab manipulasi bukan tenaga sehat banyak tenaga sehat utama awat seluruh indonesia isolasi sendiri rumah sebab pikir anak rumah tidak ada ngurus teman patungan beli susu buah vitamin masyarakat tidak ngerti harus dana tenaga sehat tidak perlu ganggu gugat sebab nyata benar kerja nangkap rawat pasien covid cara langsung proyek covid tidak jelas stop dana isolasi tenaga sehat kembali pemprov enak tidak ngurus covid kelola uang proyek kasihan tenaga sehat masyarakat tidak ngerti,positif
1127,yuan,Pandemi ni memang berat.. bagusnya mungkin utk pasien otg itu dibiarin isoman dirumah tp diawasi sama spt di LN.. spy ga jd beban jg utk negara. Dr youtube2 org indo utk tau gejala ringan di suruh isoman di rmh tp diawasi dan diberi obat oleh dr yg sdh ditunjuk.. kdg dokter jg bs ke rmh,pandemi berat bagus mungkin pasien otg dibiarin istirahat rumah awas sama seperti luar negeri supaya tidak jadi beban negara youtube orang indonesia tahu gejala ringan suruh istirahat rumah awas beri obat sudah tunjuk kadang dokter bisa rumah,positif
1128,Eny Salim,Kasian yg tugas satgas satu tahun TDK dibayar sama sekali cuma janji2 saja,kasihan tugas satu tugas satu tahun tidak bayar sama sekali cuma janji,negatif
1129,Esroom Loen,Sudah waktunya Corona akan berakhir,sudah waktu corona akhir,netral
1130,Hartatik Tatik,"Saya  percaya ,covid akan hilang dr indonesia",percaya covid hilang indonesia,netral
1131,Yud Madi,Penyakit di cari2,sakit cari,negatif
1132,Seminggu Yg lalu,"Mungkin.. karna kebanyakan cluster, kli.. ✌",mungkin banyak cluster kuli,netral
1133,9373JAKARTA VISIT,"Covid-19 adalah penyakit bisnis yang membunuh bisnis 
Diantara waktu tenaga uang dan angka kematian yang terus bertambah... 
Jangan bicara uang... HARAM!!!",covid sakit bisnis bunuh bisnis antara waktu tenaga uang angka mati tambah jangan bicara uang haram,negatif
1134,Bobby Prasetiyo,"Ayo kita perangi korona, jangan mau di kibulin, yg setuju silahkan balas komentar saya",rang corona jangan mau kibulin tuju silah balas komentar,positif
1135,Sayniee Phone,"Mudah2 an APBN, APBD dan sumber2 lain n tdk di stop pemerintah utk penanganan si korona ",mudah anggar dapat belanja negara apbd sumber tidak henti pemerintah tangan corona,positif
1136,mati konyol,Ayo makan tu duit,makan uang,negatif
1137,Reza Septiana, Pemerintah sedang kehabisan duit,pemerintah sedang habis uang,netral
1138,itz cutE girL^-^,"Honor isentif relawan sj, msh tersendat 
Dana mulai menipis, smoga masyarakat pd tau ,smakin byk kasus covid, bkn berarti ada keuntungn di salah satu pihak",honor isentif rawan masih tahan dana mulai tip moga masyarakat tahu makin banyak kasus covid bukan arti ada keuntungn salah satu pihak,negatif
1139,Fahrial Milano,Dari dulu memang covid ini konspirasi,dulu covid konspirasi,netral
1140,Abdul Hamid,"Apa artinya mngkin covid-19 nya sudah hilang? Atau uang negara sudah habis, sampe2 sembako pun akan d kenakan pajak.",arti mungkin covid sudah hilang uang negara sudah habis sampai sembako kena pajak,netral
1141,abang calm3056,"Alhamdulillah.. bentar lagi kelar..
Dari dulu aja kenapa di stop tuh dana..",bentar selesai dulu henti dana,positif
1142,ayin suastini,Semoga masalah covid juga stop,moga masalah covid henti,netral
1143,rahan channel,"Seharusnya pemerintah pakai kekuatan sipil dalam edukasi masyarakat terkait covid 19, aktifkan tenaga2 penyuluh, aktifkan dosen2 lakukan sosialisasi terkait covid 19, aktifkan tokoh agama dan tokoh masyarakat dalam sosialisasi bahaya covid dan prokes...",harus pemerintah pakai kuat sipil edukasi masyarakat kait covid aktif tenaga suluh aktif dosen laku sosialisasi kait covid aktif tokoh agama tokoh masyarakat sosialisasi bahaya covid protokol sehat,positif
1144,ryuki zoldyck,"Udah biarin aja, ga usah kalian melibatkan pemerintah lagi, wong kalian ga mau di atur kok, sepele sama covid",udah biarin tidak perlu libat pemerintah orang tidak mau atur sepele sama covid,positif
1145,Poncowolo Bambang,"Yg tidak percaya covid datang ..
Ke rumah sakit.. dan lihat orang yg Pusing megap megap menahan sakit dada dan lemas",tidak percaya covid datang rumah sakit lihat orang pusing megap megap tahan sakit dada lemas,positif
1146,Gigo Aryan,"Tutup lagi tempat mencari nafkah kita, psbb lgi dirumahkan lagi tidak kerja lagi tidak punya penghasilan lagi hadeuh terimakasih . Bosan sekali",tutup tempat cari nafkah psbb rumah tidak kerja tidak punya hasil terima kasih bosan sekali,negatif
